Date,Diver,Site ID,Transect ID,Quadrat #,Abalone Shell Length (cm),Alive or Dead
2025-01-22,DVM,Eagle Bay,EGB01,10,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,6,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,5,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,4,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,2,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,3,alive
2025-01-22,DVM,Eagle Bay,EGB01,11,7,alive
2025-01-22,AJM,Ohiat Islet,OHI01,30,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,29,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,28,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,27,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,26,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,25,3.5,alive
2025-01-22,AJM,Ohiat Islet,OHI01,24,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,23,2,alive
2025-01-22,AJM,Ohiat Islet,OHI01,22,4,alive
2025-01-22,AJM,Ohiat Islet,OHI01,22,4,alive
2025-01-22,AJM,Ohiat Islet,OHI01,21,5,alive
2025-01-22,AJM,Ohiat Islet,OHI01,20,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,19,7,alive
2025-01-22,AJM,Ohiat Islet,OHI01,18,5,alive
2025-01-22,AJM,Ohiat Islet,OHI01,17,0,na
2025-01-22,AJM,Ohiat Islet,OHI01,16,0,na
2025-01-22,AJM,Edward King East,EKE01,30,0,na
2025-01-22,AJM,Edward King East,EKE01,29,0,na
2025-01-22,AJM,Edward King East,EKE01,28,7,alive
2025-01-22,AJM,Edward King East,EKE01,27,0,na
2025-01-22,AJM,Edward King East,EKE01,26,0,na
2025-01-22,AJM,Edward King East,EKE01,25,0,na
2025-01-22,AJM,Edward King East,EKE01,24,7,alive
2025-01-22,AJM,Edward King East,EKE01,24,8,alive
2025-01-22,AJM,Edward King East,EKE01,23,4,alive
2025-01-22,AJM,Edward King East,EKE01,23,4,alive
2025-01-22,AJM,Edward King East,EKE01,22,5,alive
2025-01-22,AJM,Edward King East,EKE01,21,0,na
2025-01-22,AJM,Edward King East,EKE01,20,2.5,alive
2025-01-22,AJM,Edward King East,EKE01,19,0,na
2025-01-22,AJM,Edward King East,EKE01,18,0,na
2025-01-22,AJM,Edward King East,EKE01,17,4,alive
2025-01-22,AJM,Edward King East,EKE01,17,3,alive
2025-01-22,AJM,Edward King East,EKE01,16,3,alive
2025-01-22,AJM,Edward King East,EKE01,16,5,alive
2025-01-22,AJM,Edward King East,EKE01,15,1,alive
2025-01-23,JOC,Diana SE,DSE01,1,11,alive
2025-01-23,JOC,Diana SE,DSE01,1,6,alive
2025-01-23,JOC,Diana SE,DSE01,1,6,alive
2025-01-23,JOC,Diana SE,DSE01,1,7,dead
2025-01-23,JOC,Diana SE,DSE01,2,6.5,alive
2025-01-23,JOC,Diana SE,DSE01,3,7,alive
2025-01-23,JOC,Diana SE,DSE01,3,5,alive
2025-01-23,JOC,Diana SE,DSE01,3,7,alive
2025-01-23,JOC,Diana SE,DSE01,4,5,alive
2025-01-23,JOC,Diana SE,DSE01,4,8,dead
2025-01-23,JOC,Diana SE,DSE01,4,7,alive
2025-01-23,JOC,Diana SE,DSE01,4,6,alive
2025-01-23,JOC,Diana SE,DSE01,4,7,alive
2025-01-23,JOC,Diana SE,DSE01,5,8,alive
2025-01-23,JOC,Diana SE,DSE01,5,7,alive
2025-01-23,JOC,Diana SE,DSE01,6,4,alive
2025-01-23,JOC,Diana SE,DSE01,6,6,alive
2025-01-23,JOC,Diana SE,DSE01,6,10,dead
2025-01-23,JOC,Diana SE,DSE01,6,4,alive
2025-01-23,JOC,Diana SE,DSE01,6,5,alive
2025-01-23,JOC,Diana SE,DSE01,6,5,alive
2025-01-23,JOC,Diana SE,DSE01,7,5,alive
2025-01-23,JOC,Diana SE,DSE01,7,6.5,alive
2025-01-23,JOC,Diana SE,DSE01,7,7,alive
2025-01-23,JOC,Diana SE,DSE01,7,8,dead
2025-01-23,JOC,Diana SE,DSE01,8,7,alive
2025-01-23,JOC,Diana SE,DSE01,8,6,alive
2025-01-23,JOC,Diana SE,DSE01,8,8,alive
2025-01-23,JOC,Diana SE,DSE01,9,4,alive
2025-01-23,JOC,Diana SE,DSE01,9,6,alive
2025-01-23,JOC,Diana SE,DSE01,9,6,alive
2025-01-23,JOC,Diana SE,DSE01,9,5,alive
2025-01-23,JOC,Diana SE,DSE01,9,5,alive
2025-01-23,JOC,Diana SE,DSE01,9,6,alive
2025-01-23,JOC,Diana SE,DSE01,10,6,alive
2025-01-23,JOC,Diana SE,DSE01,11,5,alive
2025-01-23,JOC,Diana SE,DSE01,11,7,alive
2025-01-23,JOC,Diana SE,DSE01,11,6,dead
2025-01-23,JOC,Diana SE,DSE01,12,7.5,alive
2025-01-23,DVM,Helby SW,HSW01,30,0,na
2025-01-23,DVM,Helby SW,HSW01,29,10,alive
2025-01-23,DVM,Helby SW,HSW01,29,9,alive
2025-01-23,DVM,Helby SW,HSW01,28,9,alive
2025-01-23,DVM,Helby SW,HSW01,28,9,alive
2025-01-23,DVM,Helby SW,HSW01,28,10,alive
2025-01-23,DVM,Helby SW,HSW01,27,10,alive
2025-01-23,DVM,Helby SW,HSW01,27,10,alive
2025-01-23,DVM,Helby SW,HSW01,27,9,alive
2025-01-23,DVM,Helby SW,HSW01,27,9,alive
2025-01-23,DVM,Helby SW,HSW01,27,9,alive
2025-01-23,DVM,Helby SW,HSW01,26,8,alive
2025-01-23,DVM,Helby SW,HSW01,26,7,alive
2025-01-23,DVM,Helby SW,HSW01,25,8,alive
2025-01-23,DVM,Helby SW,HSW01,25,10,alive
2025-01-23,DVM,Helby SW,HSW01,25,8,alive
2025-01-23,DVM,Helby SW,HSW01,25,8,alive
2025-01-23,DVM,Helby SW,HSW01,24,9,alive
2025-01-23,DVM,Helby SW,HSW01,24,8,alive
2025-01-23,DVM,Helby SW,HSW01,23,10,alive
2025-01-23,DVM,Helby SW,HSW01,23,7,alive
2025-01-23,DVM,Helby SW,HSW01,23,7,alive
2025-01-23,DVM,Helby SW,HSW01,22,10,alive
2025-01-23,DVM,Helby SW,HSW01,21,0,na
2025-01-23,DVM,Helby SW,HSW01,20,0,na
2025-01-23,DVM,Helby SW,HSW01,19,9,alive
2025-01-23,DVM,Helby SW,HSW01,19,9,alive
2025-01-23,DVM,Helby SW,HSW01,18,9,alive
2025-01-23,DVM,Helby SW,HSW01,18,14,dead
2025-01-23,DVM,Helby SW,HSW01,18,7,alive
2025-01-23,DVM,Helby SW,HSW01,18,8,alive
2025-01-23,DVM,Helby SW,HSW01,18,5,alive
2025-01-23,DVM,Helby SW,HSW01,18,8,alive
2025-01-23,DVM,Helby SW,HSW01,17,10,dead
2025-01-23,DVM,Helby SW,HSW01,17,12,dead
2025-01-23,DVM,Helby SW,HSW01,16,7,alive
2025-01-23,DVM,Helby SW,HSW01,15,9,alive
2025-01-23,DVM,Helby SW,HSW01,15,9.5,alive
2025-01-23,DVM,Helby SW,HSW01,15,9,alive
2025-01-23,DVM,Helby SW,HSW01,14,8,alive
2025-01-23,DVM,Helby SW,HSW01,31,8,dead
2025-01-23,JOC,Taylor Rock,TAR01,1,9,alive
2025-01-23,JOC,Taylor Rock,TAR01,1,4,alive
2025-01-23,JOC,Taylor Rock,TAR01,1,7,alive
2025-01-23,JOC,Taylor Rock,TAR01,1,7,alive
2025-01-23,JOC,Taylor Rock,TAR01,2,8,alive
2025-01-23,JOC,Taylor Rock,TAR01,2,7,alive
2025-01-23,JOC,Taylor Rock,TAR01,3,6,alive
2025-01-23,JOC,Taylor Rock,TAR01,4,0,na
2025-01-23,JOC,Taylor Rock,TAR01,5,11,alive
2025-01-23,JOC,Taylor Rock,TAR01,5,9,alive
2025-01-23,JOC,Taylor Rock,TAR01,5,10,alive
2025-01-23,JOC,Taylor Rock,TAR01,6,4,dead
2025-01-23,JOC,Taylor Rock,TAR01,7,0,na
2025-01-23,JOC,Taylor Rock,TAR01,8,8,alive
2025-01-23,JOC,Taylor Rock,TAR01,9,0,na
2025-01-23,JOC,Taylor Rock,TAR01,10,9,dead
2025-01-23,JOC,Taylor Rock,TAR01,10,8,alive
2025-01-23,JOC,Taylor Rock,TAR01,10,7,alive
2025-01-23,JOC,Taylor Rock,TAR01,11,0,na
2025-01-23,JOC,Taylor Rock,TAR01,12,6,alive
2025-01-23,JOC,Taylor Rock,TAR01,13,9,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,5,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,7,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,6,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,6,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,8,alive
2025-01-23,JOC,Taylor Rock,TAR01,14,8,alive
2025-01-23,DVM,Wizard South,WZS01,30,6,alive
2025-01-23,DVM,Wizard South,WZS01,29,7,alive
2025-01-23,DVM,Wizard South,WZS01,28,6.5,alive
2025-01-23,DVM,Wizard South,WZS01,27,0,na
2025-01-23,DVM,Wizard South,WZS01,26,0,na
2025-01-23,DVM,Wizard South,WZS01,25,0,na
2025-01-23,DVM,Wizard South,WZS01,24,0,na
2025-01-23,DVM,Wizard South,WZS01,23,0,na
2025-01-23,DVM,Wizard South,WZS01,22,0,na
2025-01-23,DVM,Wizard South,WZS01,21,0,na
2025-01-23,DVM,Wizard South,WZS01,20,0,na
2025-01-23,DVM,Wizard South,WZS01,19,9,alive
2025-01-23,DVM,Wizard South,WZS01,19,7,alive
2025-01-23,DVM,Wizard South,WZS01,19,7,alive
2025-01-23,DVM,Wizard South,WZS01,19,6,alive
2025-01-23,DVM,Wizard South,WZS01,18,7,alive
2025-01-23,DVM,Wizard South,WZS01,17,8.5,alive
2025-01-23,DVM,Wizard South,WZS01,17,10,alive
2025-01-23,DVM,Wizard South,WZS01,16,8,alive
2025-01-23,DVM,Wizard South,WZS01,16,7,alive
2025-01-23,DVM,Wizard South,WZS01,16,7,alive
2025-01-23,DVM,Wizard South,WZS01,15,0,na
2025-01-23,DVM,Wizard South,WZS01,31,8,alive
2025-01-23,DVM,Wizard South,WZS01,31,7,alive
2025-01-23,JOC,Helby SW,HSW01,1,6,alive
2025-01-23,JOC,Helby SW,HSW01,1,12,alive
2025-01-23,JOC,Helby SW,HSW01,1,10,alive
2025-01-23,JOC,Helby SW,HSW01,1,7,alive
2025-01-23,JOC,Helby SW,HSW01,1,10,alive
2025-01-23,JOC,Helby SW,HSW01,1,5,alive
2025-01-23,JOC,Helby SW,HSW01,1,9,alive
2025-01-23,JOC,Helby SW,HSW01,1,7,alive
2025-01-23,JOC,Helby SW,HSW01,1,6,alive
2025-01-23,JOC,Helby SW,HSW01,1,11,alive
2025-01-23,JOC,Helby SW,HSW01,2,7,alive
2025-01-23,JOC,Helby SW,HSW01,2,6,alive
2025-01-23,JOC,Helby SW,HSW01,2,6,alive
2025-01-23,JOC,Helby SW,HSW01,2,2,alive
2025-01-23,JOC,Helby SW,HSW01,3,6,alive
2025-01-23,JOC,Helby SW,HSW01,3,8,alive
2025-01-23,JOC,Helby SW,HSW01,3,6,alive
2025-01-23,JOC,Helby SW,HSW01,3,7,alive
2025-01-23,JOC,Helby SW,HSW01,3,7,alive
2025-01-23,JOC,Helby SW,HSW01,4,6,alive
2025-01-23,JOC,Helby SW,HSW01,4,5,alive
2025-01-23,JOC,Helby SW,HSW01,4,7,alive
2025-01-23,JOC,Helby SW,HSW01,5,8,alive
2025-01-23,JOC,Helby SW,HSW01,5,7,alive
2025-01-23,JOC,Helby SW,HSW01,6,8,alive
2025-01-23,JOC,Helby SW,HSW01,6,4,alive
2025-01-23,JOC,Helby SW,HSW01,6,4.5,alive
2025-01-23,JOC,Helby SW,HSW01,6,5,alive
2025-01-23,JOC,Helby SW,HSW01,6,7,alive
2025-01-23,JOC,Helby SW,HSW01,7,7,alive
2025-01-23,JOC,Helby SW,HSW01,7,6,alive
2025-01-23,JOC,Helby SW,HSW01,7,5,alive
2025-01-23,JOC,Helby SW,HSW01,7,4,alive
2025-01-23,JOC,Helby SW,HSW01,7,6,alive
2025-01-23,JOC,Helby SW,HSW01,8,6,alive
2025-01-23,JOC,Helby SW,HSW01,8,5,alive
2025-01-23,JOC,Helby SW,HSW01,8,2,alive
2025-01-23,JOC,Helby SW,HSW01,8,1,alive
2025-01-23,JOC,Helby SW,HSW01,8,8,alive
2025-01-23,JOC,Helby SW,HSW01,8,4,alive
2025-01-23,JOC,Helby SW,HSW01,9,5,alive
2025-01-23,JOC,Helby SW,HSW01,9,3,alive
2025-01-23,JOC,Helby SW,HSW01,10,7,alive
2025-01-23,JOC,Helby SW,HSW01,10,6,alive
2025-01-23,JOC,Helby SW,HSW01,10,5,alive
2025-01-23,JOC,Helby SW,HSW01,10,7,alive
2025-01-23,JOC,Helby SW,HSW01,10,8.5,alive
2025-01-23,JOC,Helby SW,HSW01,10,3,alive
2025-01-23,JOC,Helby SW,HSW01,10,7,alive
2025-01-23,JOC,Helby SW,HSW01,11,6,alive
2025-01-23,JOC,Helby SW,HSW01,11,7,alive
2025-01-23,JOC,Helby SW,HSW01,11,6,alive
2025-01-23,JOC,Helby SW,HSW01,12,7,alive
2025-01-23,JOC,Helby SW,HSW01,13,6,alive
2025-01-23,JOC,Helby SW,HSW01,13,9,dead
2025-01-23,JOC,Helby SW,HSW01,13,8,alive
2025-01-23,JOC,Helby SW,HSW01,13,4,dead
2025-01-23,DVM,Aguilar,AGU01,30,0,na
2025-01-23,DVM,Aguilar,AGU01,29,0,na
2025-01-23,DVM,Aguilar,AGU01,28,0,na
2025-01-23,DVM,Aguilar,AGU01,27,0,na
2025-01-23,DVM,Aguilar,AGU01,26,0,na
2025-01-23,DVM,Aguilar,AGU01,25,0,na
2025-01-23,DVM,Aguilar,AGU01,24,0,na
2025-01-23,DVM,Aguilar,AGU01,23,12,dead
2025-01-23,DVM,Aguilar,AGU01,22,0,na
2025-01-23,DVM,Aguilar,AGU01,21,0,na
2025-01-23,DVM,Aguilar,AGU01,20,0,na
2025-01-23,DVM,Aguilar,AGU01,19,0,na
2025-01-23,DVM,Aguilar,AGU01,18,0,na
2025-01-23,DVM,Aguilar,AGU01,17,2,alive
2025-01-23,DVM,Aguilar,AGU01,17,8,alive
2025-01-23,DVM,Aguilar,AGU01,16,0,na
2025-01-23,DVM,Aguilar,AGU01,15,0,na
2025-01-23,DVM,Aguilar,AGU01,14,2,alive
2025-01-23,DVM,Aguilar,AGU01,14,2,alive
2025-01-23,DVM,Aguilar,AGU01,14,2,alive
2025-01-23,DVM,Aguilar,AGU01,14,3,alive
2025-01-23,JOC,Wizard South,WZS01,1,6,alive
2025-01-23,JOC,Wizard South,WZS01,1,7,alive
2025-01-23,JOC,Wizard South,WZS01,1,8,alive
2025-01-23,JOC,Wizard South,WZS01,2,6,alive
2025-01-23,JOC,Wizard South,WZS01,3,6,alive
2025-01-23,JOC,Wizard South,WZS01,3,7,alive
2025-01-23,JOC,Wizard South,WZS01,4,8,alive
2025-01-23,JOC,Wizard South,WZS01,5,0,na
2025-01-23,JOC,Wizard South,WZS01,6,6.5,alive
2025-01-23,JOC,Wizard South,WZS01,7,7,alive
2025-01-23,JOC,Wizard South,WZS01,7,6,alive
2025-01-23,JOC,Wizard South,WZS01,7,7,alive
2025-01-23,JOC,Wizard South,WZS01,8,6,dead
2025-01-23,JOC,Wizard South,WZS01,8,7,alive
2025-01-23,JOC,Wizard South,WZS01,8,6,alive
2025-01-23,JOC,Wizard South,WZS01,8,6,alive
2025-01-23,JOC,Wizard South,WZS01,9,5,alive
2025-01-23,JOC,Wizard South,WZS01,9,7,alive
2025-01-23,JOC,Wizard South,WZS01,9,7,alive
2025-01-23,JOC,Wizard South,WZS01,10,7,alive
2025-01-23,JOC,Wizard South,WZS01,10,6,alive
2025-01-23,JOC,Wizard South,WZS01,11,0,na
2025-01-23,JOC,Wizard South,WZS01,12,0,na
2025-01-23,JOC,Wizard South,WZS01,13,6,alive
2025-01-23,JOC,Wizard South,WZS01,13,4,alive
2025-01-23,JOC,Wizard South,WZS01,13,4,alive
2025-01-23,JOC,Wizard South,WZS01,14,0,na
2025-01-23,DVM,Wizard North,WZN01,30,0,na
2025-01-23,DVM,Wizard North,WZN01,29,0,na
2025-01-23,DVM,Wizard North,WZN01,28,0,na
2025-01-23,DVM,Wizard North,WZN01,27,8,alive
2025-01-23,DVM,Wizard North,WZN01,26,6,alive
2025-01-23,DVM,Wizard North,WZN01,25,0,na
2025-01-23,DVM,Wizard North,WZN01,24,0,na
2025-01-23,DVM,Wizard North,WZN01,23,7,alive
2025-01-23,DVM,Wizard North,WZN01,22,7,alive
2025-01-23,DVM,Wizard North,WZN01,21,8,alive
2025-01-23,DVM,Wizard North,WZN01,20,0,na
2025-01-23,DVM,Wizard North,WZN01,19,5,alive
2025-01-23,DVM,Wizard North,WZN01,18,8,alive
2025-01-23,DVM,Wizard North,WZN01,18,7.5,alive
2025-01-23,DVM,Wizard North,WZN01,18,8,alive
2025-01-23,DVM,Wizard North,WZN01,17,0,na
2025-01-23,DVM,Wizard North,WZN01,16,7,alive
2025-01-23,JOC,Aguilar,AGU01,1,4,alive
2025-01-23,JOC,Aguilar,AGU01,1,6,alive
2025-01-23,JOC,Aguilar,AGU01,1,8,alive
2025-01-23,JOC,Aguilar,AGU01,1,4,alive
2025-01-23,JOC,Aguilar,AGU01,1,5,alive
2025-01-23,JOC,Aguilar,AGU01,1,4,alive
2025-01-23,JOC,Aguilar,AGU01,1,6,alive
2025-01-23,JOC,Aguilar,AGU01,1,5,alive
2025-01-23,JOC,Aguilar,AGU01,1,7,dead
2025-01-23,JOC,Aguilar,AGU01,2,5,alive
2025-01-23,JOC,Aguilar,AGU01,2,4,alive
2025-01-23,JOC,Aguilar,AGU01,2,5,alive
2025-01-23,JOC,Aguilar,AGU01,2,5,alive
2025-01-23,JOC,Aguilar,AGU01,2,6,alive
2025-01-23,JOC,Aguilar,AGU01,3,6,alive
2025-01-23,JOC,Aguilar,AGU01,3,5,alive
2025-01-23,JOC,Aguilar,AGU01,3,4,alive
2025-01-23,JOC,Aguilar,AGU01,4,5,alive
2025-01-23,JOC,Aguilar,AGU01,4,4,alive
2025-01-23,JOC,Aguilar,AGU01,4,5,alive
2025-01-23,JOC,Aguilar,AGU01,4,5,alive
2025-01-23,JOC,Aguilar,AGU01,5,2,alive
2025-01-23,JOC,Aguilar,AGU01,5,5,alive
2025-01-23,JOC,Aguilar,AGU01,5,6,alive
2025-01-23,JOC,Aguilar,AGU01,5,4,alive
2025-01-23,JOC,Aguilar,AGU01,5,5,alive
2025-01-23,JOC,Aguilar,AGU01,6,0,na
2025-01-23,JOC,Aguilar,AGU01,7,3,alive
2025-01-23,JOC,Aguilar,AGU01,7,5,dead
2025-01-23,JOC,Aguilar,AGU01,7,4,dead
2025-01-23,JOC,Aguilar,AGU01,7,5,alive
2025-01-23,JOC,Aguilar,AGU01,7,2,alive
2025-01-23,JOC,Aguilar,AGU01,8,4,alive
2025-01-23,JOC,Aguilar,AGU01,8,5,alive
2025-01-23,JOC,Aguilar,AGU01,8,6,alive
2025-01-23,JOC,Aguilar,AGU01,9,7,alive
2025-01-23,JOC,Aguilar,AGU01,9,6,alive
2025-01-23,JOC,Aguilar,AGU01,10,0,na
2025-01-23,JOC,Aguilar,AGU01,11,6,alive
2025-01-23,JOC,Aguilar,AGU01,11,5,alive
2025-01-23,JOC,Aguilar,AGU01,11,8,alive
2025-01-23,JOC,Aguilar,AGU01,12,5,alive
2025-01-23,JOC,Aguilar,AGU01,13,1.5,alive
2025-01-23,JOC,Aguilar,AGU01,13,1,alive
2025-01-23,JOC,Aguilar,AGU01,13,1,alive
2025-01-23,JOC,Wizard North,WZN01,1,9,alive
2025-01-23,JOC,Wizard North,WZN01,2,8,alive
2025-01-23,JOC,Wizard North,WZN01,2,9,alive
2025-01-23,JOC,Wizard North,WZN01,3,6,alive
2025-01-23,JOC,Wizard North,WZN01,3,13,alive
2025-01-23,JOC,Wizard North,WZN01,4,6,alive
2025-01-23,JOC,Wizard North,WZN01,4,8,alive
2025-01-23,JOC,Wizard North,WZN01,4,5,alive
2025-01-23,JOC,Wizard North,WZN01,4,6,alive
2025-01-23,JOC,Wizard North,WZN01,4,10,alive
2025-01-23,JOC,Wizard North,WZN01,4,7,alive
2025-01-23,JOC,Wizard North,WZN01,5,8,alive
2025-01-23,JOC,Wizard North,WZN01,5,7,alive
2025-01-23,JOC,Wizard North,WZN01,5,7,alive
2025-01-23,JOC,Wizard North,WZN01,5,6,alive
2025-01-23,JOC,Wizard North,WZN01,5,6,alive
2025-01-23,JOC,Wizard North,WZN01,5,7,alive
2025-01-23,JOC,Wizard North,WZN01,5,10,alive
2025-01-23,JOC,Wizard North,WZN01,6,0,na
2025-01-23,JOC,Wizard North,WZN01,7,0,na
2025-01-23,JOC,Wizard North,WZN01,8,0,na
2025-01-23,JOC,Wizard North,WZN01,9,7,alive
2025-01-23,JOC,Wizard North,WZN01,10,5,alive
2025-01-23,JOC,Wizard North,WZN01,10,6,alive
2025-01-23,JOC,Wizard North,WZN01,11,0,na
2025-01-23,JOC,Wizard North,WZN01,12,7,alive
2025-01-23,JOC,Wizard North,WZN01,13,8,alive
2025-01-23,JOC,Wizard North,WZN01,13,7,alive
2025-01-23,JOC,Wizard North,WZN01,14,0,na
2025-01-23,JOC,Wizard North,WZN01,15,0,na
2025-01-23,DVM,Taylor Rock,TAR01,30,0,na
2025-01-23,DVM,Taylor Rock,TAR01,29,0,na
2025-01-23,DVM,Taylor Rock,TAR01,28,9,alive
2025-01-23,DVM,Taylor Rock,TAR01,28,3,alive
2025-01-23,DVM,Taylor Rock,TAR01,27,6,alive
2025-01-23,DVM,Taylor Rock,TAR01,27,10,alive
2025-01-23,DVM,Taylor Rock,TAR01,26,0,na
2025-01-23,DVM,Taylor Rock,TAR01,25,0,na
2025-01-23,DVM,Taylor Rock,TAR01,24,0,na
2025-01-23,DVM,Taylor Rock,TAR01,23,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,23,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,22,0,na
2025-01-23,DVM,Taylor Rock,TAR01,21,0,na
2025-01-23,DVM,Taylor Rock,TAR01,20,10,alive
2025-01-23,DVM,Taylor Rock,TAR01,19,0,na
2025-01-23,DVM,Taylor Rock,TAR01,18,11,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,9,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,9,alive
2025-01-23,DVM,Taylor Rock,TAR01,18,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,10,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,17,7,alive
2025-01-23,DVM,Taylor Rock,TAR01,16,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,16,8,alive
2025-01-23,DVM,Taylor Rock,TAR01,15,0,na
2025-01-23,DVM,Diana SE,DSE01,30,0,na
2025-01-23,DVM,Diana SE,DSE01,29,0,na
2025-01-23,DVM,Diana SE,DSE01,28,0,na
2025-01-23,DVM,Diana SE,DSE01,27,0,na
2025-01-23,DVM,Diana SE,DSE01,26,0,na
2025-01-23,DVM,Diana SE,DSE01,25,0,na
2025-01-23,DVM,Diana SE,DSE01,24,0,na
2025-01-23,DVM,Diana SE,DSE01,23,0,na
2025-01-23,DVM,Diana SE,DSE01,22,9.5,alive
2025-01-23,DVM,Diana SE,DSE01,21,7,alive
2025-01-23,DVM,Diana SE,DSE01,21,7,alive
2025-01-23,DVM,Diana SE,DSE01,21,6,alive
2025-01-23,DVM,Diana SE,DSE01,20,0,na
2025-01-23,DVM,Diana SE,DSE01,20,8,alive
2025-01-23,DVM,Diana SE,DSE01,20,5,alive
2025-01-23,DVM,Diana SE,DSE01,19,0,na
2025-01-23,DVM,Diana SE,DSE01,18,0,na
2025-01-23,DVM,Diana SE,DSE01,17,0,na
2025-01-23,DVM,Diana SE,DSE01,16,0,na
2025-01-23,DVM,Diana SE,DSE01,15,0,na
2025-01-23,DVM,Diana SE,DSE01,14,5,alive
2025-01-23,DVM,Diana SE,DSE01,13,5,alive
2025-01-23,DVM,Diana SE,DSE01,13,7,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,3,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,6,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,7,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,3,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,6,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,1,3,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,7,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,2,4.5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,6,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,3,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,6,alive
2025-01-24,JOC,Dixon Southwest,DIX01,3,4,alive
2025-01-24,JOC,Dixon Southwest,DIX01,4,5,dead
2025-01-24,JOC,Dixon Southwest,DIX01,4,5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,4,2,alive
2025-01-24,JOC,Dixon Southwest,DIX01,4,2.5,alive
2025-01-24,JOC,Dixon Southwest,DIX01,5,1.5,alive
